Case and Offense,Case Number,Reported Date,Nature Of Call,From Date,Offense,Description,Block Address,City,State,Beat,Division,Council District,Attempt Complete,Location Type,Location Description,Location
200017374-90E,200017374,02/29/2020,PUBLIC INTOXICATION,02/29/2020 04:28:26 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2100 CHRISTINE AVE,FORT WORTH,TX,B18,Central,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.72403296572499, -97.28887037253965)"
200017270-90E,200017270,02/29/2020,PUBLIC INTOXICATION,02/29/2020 03:16:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1900 NORTHEAST PKWY,FORT WORTH,TX,C15,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.83763429856267, -97.32935419214576)"
200017263-90E,200017263,02/29/2020,PUBLIC INTOXICATION,02/29/2020 02:09:06 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,8600 SOUTH FWY,FORT WORTH,TX,I17,South,8,C,18,18 PARKING LOT/GARAGE,"(32.628118088051906, -97.32142509367)"
200017262-90E,200017262,02/29/2020,PUBLIC INTOXICATION,02/29/2020 02:34:26 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.7497210212389, -97.35650738856046)"
200017259-90E,200017259,02/29/2020,PUBLIC INTOXICATION,02/29/2020 01:45:54 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 E EXCHANGE AVE,FORT WORTH,TX,C11,Northwest,2,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.788841312084415, -97.34911662814862)"
200017258-90E,200017258,02/29/2020,PUBLIC INTOXICATION,02/29/2020 01:38:24 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1500 E HATTIE ST,FORT WORTH,TX,B12,,,C,7,07 CONVENIENCE STORE,"(32.73790724861254, -97.30854261610669)"
200017248-90Z,200017248,02/29/2020,PUBLIC INTOXICATION,02/29/2020 12:27:15 AM,90Z,PC 38.04(B) Evading Arrest Detention 90Z ALL OTHER,3000 STADIUM DR,FORT WORTH,TX,K15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7070896401872, -97.36502120915549)"
200017248-90E,200017248,02/29/2020,PUBLIC INTOXICATION,02/29/2020 12:27:15 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 STADIUM DR,FORT WORTH,TX,K15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7070896401872, -97.36502120915549)"
200017247-WAR,200017247,02/29/2020,PUBLIC INTOXICATION,02/29/2020 12:47:24 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,1200 W MAGNOLIA AVE,FORT WORTH,TX,B14,Central,9,C,3,03 BAR/NIGHT CLUB,"(32.73058666168494, -97.33877011935105)"
200013219-90E,200013219,02/16/2020,PUBLIC INTOXICATION,02/16/2020 07:01:33 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 HENDERSON ST,FORT WORTH,TX,A16,Central,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.75416317439522, -97.33900299276016)"
200013197-90E,200013197,02/16/2020,PUBLIC INTOXICATION,02/16/2020 02:49:13 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 SOUTH FWY SR SB,FORT WORTH,TX,I11,,,C,55,55 SHOPPING MALL,"(32.68771876994452, -97.32104354646236)"
200013185-90E,200013185,02/16/2020,PUBLIC INTOXICATION,02/15/2020 11:54:44 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7900 TRINITY BLVD,FORT WORTH,TX,H16,,,C,6,06 CONSTRUCTION SITE,"(32.798338903770734, -97.2095190818845)"
200013169-90E,200013169,02/16/2020,PUBLIC INTOXICATION,02/16/2020 12:42:49 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 FOCH ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74919189098923, -97.35664467462463)"
200013158-90E,200013158,02/16/2020,PUBLIC INTOXICATION,02/16/2020 12:29:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7491983474355, -97.36015911384956)"
200013158-13B,200013158,02/16/2020,PUBLIC INTOXICATION,02/16/2020 12:29:00 AM,13B,PC 22.01(A)(1) Assault Causes B/I 13B SIMPLE ASSAU,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7491983474355, -97.36015911384956)"
200013090-90E,200013090,02/15/2020,PUBLIC INTOXICATION,02/15/2020 07:05:21 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 TIERNEY RD,FORT WORTH,TX,G13,,,C,20,20 RESIDENCE/HOME,"(32.739189045525194, -97.24499658812901)"
200012947-90E,200012947,02/15/2020,PUBLIC INTOXICATION,02/15/2020 05:37:22 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4400 SOUTH FWY,FORT WORTH,TX,I15,South,9,C,14,14 HOTEL/MOTEL/ETC.,"(32.68296537299572, -97.32037548495613)"
200012925-90Z,200012925,02/15/2020,PUBLIC INTOXICATION,02/15/2020 01:46:22 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7491983474355, -97.36015911384956)"
200012925-90E,200012925,02/15/2020,PUBLIC INTOXICATION,02/15/2020 01:46:22 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7491983474355, -97.36015911384956)"
200012918-90E,200012918,02/15/2020,PUBLIC INTOXICATION,02/15/2020 01:15:31 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7491983474355, -97.36015911384956)"
200012916-WAR,200012916,02/15/2020,PUBLIC INTOXICATION,02/15/2020 12:50:16 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,2400 N MAIN ST,FORT WORTH,TX,C13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.788259620034516, -97.34922599109294)"
200012916-90E,200012916,02/15/2020,PUBLIC INTOXICATION,02/15/2020 12:50:16 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 N MAIN ST,FORT WORTH,TX,C13,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.788259620034516, -97.34922599109294)"
200012893-90E,200012893,02/14/2020,PUBLIC INTOXICATION,02/14/2020 10:08:12 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,500 BOBWHITE DR,FORT WORTH,TX,H11,East,4,C,18,18 PARKING LOT/GARAGE,"(32.77364934247444, -97.2141348748844)"
200012845-90E,200012845,02/14/2020,PUBLIC INTOXICATION,02/14/2020 08:02:04 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4200 SOUTH FWY,FORT WORTH,TX,I11,South,9,C,55,55 SHOPPING MALL,"(32.687408942977264, -97.32079904107319)"
200012790-WAR,200012790,02/14/2020,PUBLIC INTOXICATION,02/14/2020 03:52:19 PM,WAR,LOCAL Local Class C Warrants WAR Warrants only 000,6400 MC CART AVE,FORT WORTH,TX,J15,South,6,C,18,18 PARKING LOT/GARAGE,"(32.650587449286604, -97.36685099994848)"
200012790-90E,200012790,02/14/2020,PUBLIC INTOXICATION,02/14/2020 03:52:19 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6400 MC CART AVE,FORT WORTH,TX,J15,South,6,C,18,18 PARKING LOT/GARAGE,"(32.650587449286604, -97.36685099994848)"
200012722-90E,200012722,02/14/2020,PUBLIC INTOXICATION,02/14/2020 11:48:49 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2900 NE 28TH ST,FORT WORTH,TX,C12,,,C,18,18 PARKING LOT/GARAGE,"(32.79521733264432, -97.3040355447554)"
200012596-90E,200012596,02/13/2020,PUBLIC INTOXICATION,02/13/2020 10:29:08 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
200012568-90E,200012568,02/13/2020,PUBLIC INTOXICATION,02/13/2020 09:16:47 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1200 HENDERSON ST,FORT WORTH,TX,A16,Central,9,C,23,23 SERVICE/GAS STATION,"(32.74671786411213, -97.33752128171079)"
200011956-90E,200011956,02/11/2020,PUBLIC INTOXICATION,02/11/2020 08:53:37 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4800 S HULEN ST,FORT WORTH,TX,K18,,,C,55,55 SHOPPING MALL,"(32.677751047226565, -97.39543809583138)"
200011664-90E,200011664,02/10/2020,PUBLIC INTOXICATION,02/10/2020 08:51:38 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 WATERMARK DR,FORT WORTH,TX,D13,,,C,18,18 PARKING LOT/GARAGE,"(32.80495480229362, -97.41822148665781)"
200011334-90E,200011334,02/09/2020,PUBLIC INTOXICATION,02/09/2020 10:04:45 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5000 N HAMPSHIRE BLVD,FORT WORTH,TX,G14,,5,C,18,18 PARKING LOT/GARAGE,"(32.736192894560375, -97.24641100714348)"
200011310-90Z,200011310,02/09/2020,PUBLIC INTOXICATION,02/09/2020 07:43:00 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,12500 N BEACH ST,FORT WORTH,TX,F11,,,C,21,21 RESTAURANT,"(32.95478965223501, -97.28107224153128)"
200011310-90E,200011310,02/09/2020,PUBLIC INTOXICATION,02/09/2020 07:43:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,12500 N BEACH ST,FORT WORTH,TX,F11,,,C,21,21 RESTAURANT,"(32.95478965223501, -97.28107224153128)"
200011310-13C,200011310,02/09/2020,PUBLIC INTOXICATION,02/09/2020 07:43:00 PM,13C,PC 22.01(A)(2) Assault by threat NonFamily Member,12500 N BEACH ST,FORT WORTH,TX,F11,,,C,21,21 RESTAURANT,"(32.95478965223501, -97.28107224153128)"
200011304-90E,200011304,02/09/2020,PUBLIC INTOXICATION,02/09/2020 06:34:20 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 W BOYCE AVE,FORT WORTH,TX,J13,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.67987204784591, -97.34139079964365)"
200011258-90E,200011258,02/09/2020,PUBLIC INTOXICATION,02/09/2020 04:00:44 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3700 HEMPHILL ST,FORT WORTH,TX,J11,,,C,7,07 CONVENIENCE STORE,"(32.69354052871054, -97.33177875697118)"
200011182-90E,200011182,02/09/2020,PUBLIC INTOXICATION,02/09/2020 09:50:59 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 RIVERFRONT DR,FORT WORTH,TX,K11,,,C,3,03 BAR/NIGHT CLUB,"(32.72462749285602, -97.36290645057993)"
200011139-90E,200011139,02/09/2020,PUBLIC INTOXICATION,02/09/2020 04:31:29 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1600 BELMONT AVE,FORT WORTH,TX,C16,Northwest,2,C,20,20 RESIDENCE/HOME,"(32.773674742221715, -97.36101159178064)"
200011114-90E,200011114,02/09/2020,PUBLIC INTOXICATION,02/09/2020 01:47:43 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74827621717449, -97.36028189615641)"
200011113-90E,200011113,02/09/2020,PUBLIC INTOXICATION,02/09/2020 02:12:31 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 MORTON ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.74927913001284, -97.3569478915648)"
200011108-WAR,200011108,02/09/2020,PUBLIC INTOXICATION,02/09/2020 03:15:00 AM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.748387519465375, -97.36040657506226)"
200011108-90E,200011108,02/09/2020,PUBLIC INTOXICATION,02/09/2020 03:15:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.748387519465375, -97.36040657506226)"
200011108-90C,200011108,02/09/2020,PUBLIC INTOXICATION,02/09/2020 03:15:00 AM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,3000 BLEDSOE ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.748387519465375, -97.36040657506226)"
200011099-90E,200011099,02/09/2020,PUBLIC INTOXICATION,02/08/2020 10:30:37 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 N MAIN ST,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.788259620034516, -97.34922599109294)"
200011086-90E,200011086,02/09/2020,PUBLIC INTOXICATION,02/09/2020 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 RODEO PLZ,FORT WORTH,TX,C11,,,C,3,03 BAR/NIGHT CLUB,"(32.79019943941121, -97.34820982562468)"
200011083-90Z,200011083,02/09/2020,PUBLIC INTOXICATION,02/09/2020 12:07:12 AM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,4800 RIVER RANCH BLVD,FORT WORTH,TX,K18,,,C,18,18 PARKING LOT/GARAGE,"(32.67845137401527, -97.4033318081846)"
200011083-90E,200011083,02/09/2020,PUBLIC INTOXICATION,02/09/2020 12:07:12 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4800 RIVER RANCH BLVD,FORT WORTH,TX,K18,,,C,18,18 PARKING LOT/GARAGE,"(32.67845137401527, -97.4033318081846)"
200011051-90E,200011051,02/08/2020,PUBLIC INTOXICATION,02/08/2020 07:19:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3400 E LANCASTER AVE,FORT WORTH,TX,G11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74020097902114, -97.27573251564058)"
200010899-90E,200010899,02/08/2020,PUBLIC INTOXICATION,02/08/2020 02:36:53 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,200 W VICKERY BLVD,FORT WORTH,TX,B11,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.74370812067133, -97.32657407593584)"
200010866-90Z,200010866,02/07/2020,PUBLIC INTOXICATION,02/07/2020 11:08:00 PM,90Z,PC 38.03(A) Resisting Arr/Search/Transport 90Z ALL,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
200010866-90E,200010866,02/07/2020,PUBLIC INTOXICATION,02/07/2020 11:08:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.7497210212389, -97.35650738856046)"
200010807-90E,200010807,02/07/2020,PUBLIC INTOXICATION,02/07/2020 07:27:21 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,6700 FOSSIL BLUFF DR,FORT WORTH,TX,E12,,,C,3,03 BAR/NIGHT CLUB,"(32.86285138874233, -97.31226348026401)"
200010807-13C,200010807,02/07/2020,PUBLIC INTOXICATION,02/07/2020 07:27:21 PM,13C,PC 22.11 Harassment of Public Servant 13C INTIMIDA,6700 FOSSIL BLUFF DR,FORT WORTH,TX,E12,,,C,18,18 PARKING LOT/GARAGE,"(32.86285138874233, -97.31226348026401)"
200010807-13B,200010807,02/07/2020,PUBLIC INTOXICATION,02/07/2020 07:27:21 PM,13B,PC 22.01(A)(1) Assault Causes B/I 13B SIMPLE ASSAU,6700 FOSSIL BLUFF DR,FORT WORTH,TX,E12,,,C,9,09 DRUG STORE/DOCTOR'S OFFICE/HOSPITAL,"(32.86285138874233, -97.31226348026401)"
200010806-WAR,200010806,02/07/2020,PUBLIC INTOXICATION,02/07/2020 07:51:38 PM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,5700 NORTH FWY NB,FORT WORTH,TX,E11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.8487094716844, -97.31240493294108)"
200010806-90E,200010806,02/07/2020,PUBLIC INTOXICATION,02/07/2020 07:51:38 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,5700 NORTH FWY NB,FORT WORTH,TX,E11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.8487094716844, -97.31240493294108)"
200010799-90E,200010799,02/07/2020,PUBLIC INTOXICATION,02/07/2020 06:46:03 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4900 SYCAMORE SCHOOL RD,FORT WORTH,TX,J16,South,6,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.632209761470904, -97.39686017220284)"
200010450-90E,200010450,02/06/2020,PUBLIC INTOXICATION,02/06/2020 01:17:55 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1100 BRIDGEWOOD DR,FORT WORTH,TX,H11,East,4,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.76415685224788, -97.21731310344035)"
200010450-35A,200010450,02/06/2020,PUBLIC INTOXICATION,02/06/2020 01:17:55 PM,35A,HSC 481.117(B) Poss CS PG 3 <28G 35A DRUG/NARCOTIC,1100 BRIDGEWOOD DR,FORT WORTH,TX,H11,East,4,C,5,05 COMMERCIAL/OFFICE BUILDING,"(32.76415685224788, -97.21731310344035)"
200010309-WAR,200010309,02/05/2020,PUBLIC INTOXICATION,02/05/2020 11:50:40 PM,WAR,OT WARRANT Out of Town Warrant WAR Warrants only 0,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
200010309-90E,200010309,02/05/2020,PUBLIC INTOXICATION,02/05/2020 11:50:40 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 JONES ST,FORT WORTH,TX,A15,Central,9,C,1,01 AIR/BUS/TRAIN TERMINAL,"(32.75249311979229, -97.32669496344886)"
200010040-90E,200010040,02/04/2020,PUBLIC INTOXICATION,02/04/2020 10:49:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,100 N SYLVANIA AVE,FORT WORTH,TX,A14,Central,8,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.766969112941574, -97.3087840857431)"
200009574-90E,200009574,02/03/2020,PUBLIC INTOXICATION,02/03/2020 03:18:14 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 CRENSHAW AVE,FORT WORTH,TX,G16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71826243338523, -97.2748177936815)"
200009574-90C,200009574,02/03/2020,PUBLIC INTOXICATION,02/03/2020 03:18:14 PM,90C,GC 081 Disorderly Conduct 90C DISORDERLY CONDUCT 0,3500 CRENSHAW AVE,FORT WORTH,TX,G16,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.71826243338523, -97.2748177936815)"
200009401-90E,200009401,02/03/2020,PUBLIC INTOXICATION,02/03/2020 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 ROSEN AVE,FORT WORTH,TX,D11,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.80129724914144, -97.37020469793279)"
200009396-90E,200009396,02/03/2020,PUBLIC INTOXICATION,02/03/2020 01:11:36 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,A,3,03 BAR/NIGHT CLUB,"(32.7491983474355, -97.36015911384956)"
200009395-90E,200009395,02/03/2020,PUBLIC INTOXICATION,02/03/2020 12:50:09 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7491983474355, -97.36015911384956)"
200009382-90E,200009382,02/02/2020,PUBLIC INTOXICATION,02/02/2020 09:39:10 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3100 NW 26TH ST,FORT WORTH,TX,D12,,,C,20,20 RESIDENCE/HOME,"(32.8018996865313, -97.38482727943077)"
200009369-90E,200009369,02/02/2020,PUBLIC INTOXICATION,02/02/2020 10:33:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 WHITE SETTLEMENT RD,FORT WORTH,TX,K13,West,9,C,3,03 BAR/NIGHT CLUB,"(32.75912774691926, -97.36328221420723)"
200009282-90E,200009282,02/02/2020,PUBLIC INTOXICATION,02/02/2020 01:30:00 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 THROCKMORTON ST,FORT WORTH,TX,A15,,,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.751241825670355, -97.33114008739246)"
200009227-90E,200009227,02/02/2020,PUBLIC INTOXICATION,02/02/2020 04:31:52 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2700 WHITE SETTLEMENT RD,FORT WORTH,TX,C16,,,C,21,21 RESTAURANT,"(32.75930839768745, -97.35499726377394)"
200009208-90E,200009208,02/02/2020,PUBLIC INTOXICATION,02/01/2020 10:13:56 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2400 N MAIN ST,FORT WORTH,TX,C13,,,C,3,03 BAR/NIGHT CLUB,"(32.788259620034516, -97.34922599109294)"
200009206-90E,200009206,02/02/2020,PUBLIC INTOXICATION,02/02/2020 02:03:49 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,1400 COOKS LN,FORT WORTH,TX,H15,,,C,23,23 SERVICE/GAS STATION,"(32.759785320967396, -97.18308338568139)"
200009193-90E,200009193,02/02/2020,PUBLIC INTOXICATION,02/02/2020 01:52:39 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74980894411826, -97.35650619415429)"
200009193-13B,200009193,02/02/2020,PUBLIC INTOXICATION,02/02/2020 01:52:39 AM,13B,GC 088 Assault by Offensive Contact or Threat 13B,900 FOCH ST,FORT WORTH,TX,K12,,,C,3,03 BAR/NIGHT CLUB,"(32.74980894411826, -97.35650619415429)"
200009173-90E,200009173,02/02/2020,PUBLIC INTOXICATION,02/02/2020 12:18:07 AM,90E,GC 134 Public Intoxication - Minor 90E DRUNKENNESS,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,3,03 BAR/NIGHT CLUB,"(32.7491983474355, -97.36015911384956)"
200009173-290,200009173,02/02/2020,PUBLIC INTOXICATION,02/02/2020 12:18:07 AM,290,PC 28.03(B)(2) 2015 Crim Misc>=$100<$750 290 DESTR,1000 NORWOOD ST,FORT WORTH,TX,K12,West,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.7491983474355, -97.36015911384956)"
200009143-90E,200009143,02/01/2020,PUBLIC INTOXICATION,02/01/2020 09:26:45 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4800 NORMA ST,FORT WORTH,TX,G13,East,5,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.74336895833711, -97.24971779601266)"
200009014-90E,200009014,02/01/2020,PUBLIC INTOXICATION,02/01/2020 09:09:48 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 S ADAMS ST,FORT WORTH,TX,J11,South,9,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.697997172338766, -97.33689132020166)"
200008987-90E,200008987,02/01/2020,PUBLIC INTOXICATION,02/01/2020 05:32:11 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,900 N BEACH ST SB,FORT WORTH,TX,A13,,,C,21,21 RESTAURANT,"(32.7761386911864, -97.28879868175065)"
200008949-90E,200008949,02/01/2020,PUBLIC INTOXICATION,02/01/2020 12:08:11 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3500 BELLAIRE DR N,FORT WORTH,TX,K15,West,3,C,13,13 HIGHWAY/ROAD/ALLEY,"(32.707108499457284, -97.36605871054962)"
200008832-90E,200008832,01/31/2020,PUBLIC INTOXICATION,01/31/2020 12:00:00 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2500 HEMPHILL ST,FORT WORTH,TX,B16,Central,9,C,18,18 PARKING LOT/GARAGE,"(32.71529694311225, -97.33153715465049)"
200008674-90E,200008674,01/31/2020,PUBLIC INTOXICATION,01/31/2020 05:18:27 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,12300 SOUTH FWY,FORT WORTH,TX,I19,South,6,C,7,07 CONVENIENCE STORE,"(32.57968135019535, -97.31943260143322)"
200008659-TRC,200008659,01/31/2020,PUBLIC INTOXICATION,01/31/2020 01:10:13 AM,TRC,TV 075 Littering TRC Traffic code 00000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,25,25 OTHER/UNKNOWN,"(32.74838615783889, -97.36028023686534)"
200008659-90E,200008659,01/31/2020,PUBLIC INTOXICATION,01/31/2020 01:10:13 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3000 BLEDSOE ST,FORT WORTH,TX,K12,,,C,25,25 OTHER/UNKNOWN,"(32.74838615783889, -97.36028023686534)"
200008525-90E,200008525,01/30/2020,PUBLIC INTOXICATION,01/30/2020 02:09:15 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,4700 CITYLAKE BLVD E,FORT WORTH,TX,K18,,,C,3,03 BAR/NIGHT CLUB,"(32.68224430366414, -97.40881700826168)"
200008377-90Z,200008377,01/30/2020,PUBLIC INTOXICATION,01/30/2020 02:20:16 AM,90Z,PC 37.08 False Report PO/SP INv/Law Enf Emp 90Z AL,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74833915495577, -97.35664503630622)"
200008377-90E,200008377,01/30/2020,PUBLIC INTOXICATION,01/30/2020 02:20:16 AM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,2800 BLEDSOE ST,FORT WORTH,TX,K12,,,C,18,18 PARKING LOT/GARAGE,"(32.74833915495577, -97.35664503630622)"
200007975-90E,200007975,01/28/2020,PUBLIC INTOXICATION,01/28/2020 04:14:47 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,3200 HULEN ST,FORT WORTH,TX,K14,West,9,C,21,21 RESTAURANT,"(32.72906828883528, -97.38789806173271)"
200007661-90E,200007661,01/27/2020,PUBLIC INTOXICATION,01/27/2020 05:12:03 PM,90E,GC 080 Public Intoxication 90E DRUNKENNESS 0000000,7300 EDERVILLE RD,FORT WORTH,TX,H13,,,C,7,07 CONVENIENCE STORE,"(32.757616816795604, -97.19891866755657)"
